               name               | abbrev | utc_offset | is_dst 
 ssl_library                            | OpenSSL                                             |      | Предопределённые параметры                                                         | Имя библиотеки SSL.                                                                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | internal          | string  | default              |             |              |                                                                                | OpenSSL                        | OpenSSL                                             |                                                     |            | f
 ssl_max_protocol_version               |                                                     |      | Подключения и аутентификация / SSL                                                 | Задаёт максимальную версию протокола SSL/TLS, которая может использоваться.                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | enum    | default              |             |              | {"",TLSv1,TLSv1.1,TLSv1.2,TLSv1.3}                                             |                                |                                                     |                                                     |            | f
 ssl_min_protocol_version               | TLSv1.2                                             |      | Подключения и аутентификация / SSL                                                 | Задаёт минимальную версию протокола SSL/TLS, которая может использоваться.                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | enum    | default              |             |              | {TLSv1,TLSv1.1,TLSv1.2,TLSv1.3}                                                | TLSv1.2                        | TLSv1.2                                             |                                                     |            | f
 ssl_passphrase_command                 |                                                     |      | Подключения и аутентификация / SSL                                                 | Команда, позволяющая получить пароль для SSL.                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                |                                |                                                     |                                                     |            | f
 ssl_passphrase_command_supports_reload | off                                                 |      | Подключения и аутентификация / SSL                                                 | Также использовать ssl_passphrase_command при перезагрузке сервера.                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 ssl_prefer_server_ciphers              | on                                                  |      | Подключения и аутентификация / SSL                                                 | Назначает более приоритетным набор шифров сервера.                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 standard_conforming_strings            | on                                                  |      | Версия и совместимость платформ / Предыдущие версии PostgreSQL                     | Включает буквальную обработку символов '\' в строках '...'.                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 statement_timeout                      | 0                                                   | ms   | Параметры клиентских подключений по умолчанию / Поведение команд                   | Задаёт предельную длительность для любого оператора.                                                                                                               | Нулевое значение отключает тайм-аут.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 stats_temp_directory                   | pg_stat_tmp                                         |      | Статистика / Сбор статистики по запросам и индексам                                | Каталог, в который будут записываться временные файлы статистики.                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                | pg_stat_tmp                    | pg_stat_tmp                                         |                                                     |            | f
 superuser_reserved_connections         | 3                                                   |      | Подключения и аутентификация / Параметры подключений                               | Определяет, сколько слотов подключений забронировано для суперпользователей.                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | postmaster        | integer | default              | 0           | 262143       |                                                                                | 3                              | 3                                                   |                                                     |            | f
 synchronize_seqscans                   | on                                                  |      | Версия и совместимость платформ / Предыдущие версии PostgreSQL                     | Включить синхронизацию последовательного сканирования.                                                                                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 synchronous_commit                     | on                                                  |      | Журнал WAL / Параметры                                                             | Задаёт уровень синхронизации текущей транзакции.                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | enum    | default              |             |              | {local,remote_write,remote_apply,on,off}                                       | on                             | on                                                  |                                                     |            | f
 synchronous_standby_names              |                                                     |      | Репликация / Главный сервер                                                        | Количество потенциально синхронных резервных серверов и список их имён.                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                |                                |                                                     |                                                     |            | f
 syslog_facility                        | none                                                |      | Отчёты и протоколы / Куда записывать                                               | Задаёт получателя сообщений, отправляемых в syslog.                                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | enum    | default              |             |              | {none}                                                                         | none                           | none                                                |                                                     |            | f
 syslog_ident                           | postgres                                            |      | Отчёты и протоколы / Куда записывать                                               | Задаёт имя программы для идентификации сообщений PostgreSQL в syslog.                                                                                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | string  | default              |             |              |                                                                                | postgres                       | postgres                                            |                                                     |            | f
 syslog_sequence_numbers                | on                                                  |      | Отчёты и протоколы / Куда записывать                                               | Добавлять последовательный номер в сообщения syslog во избежание подавления повторов.                                                                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 syslog_split_messages                  | on                                                  |      | Отчёты и протоколы / Куда записывать                                               | Разбивать сообщения, передаваемые в syslog, по строкам размером не больше 1024 байт.                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | sighup            | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 tcp_keepalives_count                   | 0                                                   |      | Параметры клиентских подключений по умолчанию / Другие параметры                   | Максимальное число повторений TCP-пакетов пульса (keep-alive).                                                                                                     | Этот параметр определяет, сколько пакетов пульса подряд может быть потеряно, прежде чем соединение будет считаться пропавшим. При нулевом значении действует системный параметр.                                                                                                                                                                                                                                                                                                                                              | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 tcp_keepalives_idle                    | -1                                                  | s    | Параметры клиентских подключений по умолчанию / Другие параметры                   | Интервал между TCP-пакетами пульса (keep-alive).                                                                                                                   | При нулевом значении действует системный параметр.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 tcp_keepalives_interval                | -1                                                  | s    | Параметры клиентских подключений по умолчанию / Другие параметры                   | Интервал между повторениями TCP-пакетов пульса (keep-alive).                                                                                                       | При нулевом значении действует системный параметр.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 tcp_user_timeout                       | 0                                                   | ms   | Параметры клиентских подключений по умолчанию / Другие параметры                   | Пользовательский таймаут TCP.                                                                                                                                      | При нулевом значении действует системный параметр.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | user              | integer | default              | 0           | 2147483647   |                                                                                | 0                              | 0                                                   |                                                     |            | f
 temp_buffers                           | 1024                                                | 8kB  | Использование ресурсов / Память                                                    | Задаёт предельное число временных буферов на один сеанс.                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | integer | default              | 100         | 1073741823   |                                                                                | 1024                           | 1024                                                |                                                     |            | f
 temp_file_limit                        | -1                                                  | kB   | Использование ресурсов / Диск                                                      | Ограничивает общий размер всех временных файлов, доступный для каждого процесса.                                                                                   | -1 отключает ограничение.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | superuser         | integer | default              | -1          | 2147483647   |                                                                                | -1                             | -1                                                  |                                                     |            | f
 temp_tablespaces                       |                                                     |      | Параметры клиентских подключений по умолчанию / Поведение команд                   | Задаёт табличное пространство(а) для временных таблиц и файлов сортировки.                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | default              |             |              |                                                                                |                                |                                                     |                                                     |            | f
 TimeZone                               | Europe/Moscow                                       |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Задаёт часовой пояс для вывода и разбора строкового представления времени.                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | configuration file   |             |              |                                                                                | GMT                            | Europe/Moscow                                       | C:/Program Files/PostgreSQL/13/data/postgresql.conf |        680 | f
 timezone_abbreviations                 | Default                                             |      | Параметры клиентских подключений по умолчанию / Языковая среда и форматы           | Выбирает файл с сокращёнными названиями часовых поясов.                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | string  | default              |             |              |                                                                                |                                | Default                                             |                                                     |            | f
 trace_notify                           | off                                                 |      | Параметры для разработчиков                                                        | Генерирует отладочные сообщения для LISTEN и NOTIFY.                                                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 trace_recovery_messages                | log                                                 |      | Параметры для разработчиков                                                        | Включает протоколирование отладочной информации, связанной с репликацией.                                                                                          | Каждый уровень включает все последующие. Чем выше уровень, тем меньше сообщений.                                                                                                                                                                                                                                                                                                                                                                                                                                              | sighup            | enum    | default              |             |              | {debug5,debug4,debug3,debug2,debug1,log,notice,warning,error}                  | log                            | log                                                 |                                                     |            | f
 trace_sort                             | off                                                 |      | Параметры для разработчиков                                                        | Выдавать сведения об использовании ресурсов при сортировке.                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 track_activities                       | on                                                  |      | Статистика / Сбор статистики по запросам и индексам                                | Собирает информацию о выполняющихся командах.                                                                                                                      | Включает сбор информации о командах, выполняющихся во всех сеансах, а также время запуска команды.                                                                                                                                                                                                                                                                                                                                                                                                                            | superuser         | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 track_activity_query_size              | 1024                                                | B    | Использование ресурсов / Память                                                    | Задаёт размер, резервируемый для pg_stat_activity.query (в байтах).                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | postmaster        | integer | default              | 100         | 1048576      |                                                                                | 1024                           | 1024                                                |                                                     |            | f
 track_commit_timestamp                 | off                                                 |      | Репликация                                                                         | Записывает время фиксации транзакций.                                                                                                                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | postmaster        | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 track_counts                           | on                                                  |      | Статистика / Сбор статистики по запросам и индексам                                | Собирает статистику активности в БД.                                                                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | bool    | default              |             |              |                                                                                | on                             | on                                                  |                                                     |            | f
 track_functions                        | none                                                |      | Статистика / Сбор статистики по запросам и индексам                                | Включает сбор статистики активности в БД на уровне функций.                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | enum    | default              |             |              | {none,pl,all}                                                                  | none                           | none                                                |                                                     |            | f
 track_io_timing                        | off                                                 |      | Статистика / Сбор статистики по запросам и индексам                                | Собирает статистику по времени активности ввода/вывода.                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | superuser         | bool    | default              |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
 transaction_deferrable                 | off                                                 |      | Параметры клиентских подключений по умолчанию / Поведение команд                   | Определяет, откладывать ли сериализуемую транзакцию "только чтение" до момента, когда сбой сериализации будет исключён.                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | user              | bool    | override             |             |              |                                                                                | off                            | off                                                 |                                                     |            | f
